iata_code,name,continent,iso_country,municipality
PDU,Tydeo Larre Borges Airport,SA,UY,Paysandu
RVY,Presidente General Don Oscar D. Gestido International Airport,SA,UY,Rivera
STY,Nueva Hesperides International Airport,SA,UY,Salto
TAW,Tacuarembo Airport,SA,UY,Tacuarembo
TYT,Treinta y Tres Airport,SA,UY,Treinta y Tres
VCH,Vichadero Airport,SA,UY,Vichadero
SUZ,Suria Airport,OC,PG,Suria
AGV,Oswaldo Guevara Mujica Airport,SA,VE,Acarigua
AAO,Anaco Airport,SA,VE,Anaco
LPJ,Armando Schwarck Airport,SA,VE,Guayabal
BLA,General JosÃ© Antonio Anzoategui International Airport,SA,VE,Barcelona
BNS,Barinas Airport,SA,VE,Barinas
BRM,Barquisimeto International Airport,SA,VE,Barquisimeto
MYC,Escuela Mariscal Sucre Airport,SA,VE,Maracay
CBL,"Aeropuerto ""General Tomas de Heres"". Ciudad Bolivar",SA,VE,
CXA,Caicara del Orinoco Airport,SA,VE,
ZRZ,Zaraza Airport,SA,VE,Zaraza
CUV,Casigua El Cubo Airport,SA,VE,Casigua El Cubo
CLZ,Calabozo Airport,SA,VE,Guarico
CAJ,Canaima Airport,SA,VE,Canaima
VCR,Carora Airport,SA,VE,Carora
CUP,General Francisco BermÃºdez Airport,SA,VE,CarÃºpano
CZE,JosÃ© Leonardo Chirinos Airport,SA,VE,Coro
CUM,CumanÃ¡ (Antonio JosÃ© de Sucre) Airport,SA,VE,
PPZ,Puerto Paez Airport,SA,VE,Puerto Paez
EOR,El Dorado Airport,SA,VE,Bolivar
EOZ,Elorza Airport,SA,VE,
GDO,Guasdalito Airport,SA,VE,
GUI,Guiria Airport,SA,VE,
GUQ,Guanare Airport,SA,VE,Guanare
HGE,Higuerote Airport,SA,VE,Higuerote
ICA,IcabarÃº Airport,SA,VE,
ICC,AndrÃ©s Miguel Salazar Marcano Airport,SA,VE,Isla de Coche
LSP,Josefa Camejo International Airport,SA,VE,ParaguanÃ¡
KAV,Kavanayen Airport,SA,VE,
LFR,La Fria Airport,SA,VE,
MAR,La Chinita International Airport,SA,VE,Maracaibo
MRD,Alberto Carnevalli Airport,SA,VE,MÃ©rida
PMV,Del Caribe Santiago MariÃ±o International Airport,SA,VE,Isla Margarita
CCS,SimÃ³n BolÃ­var International Airport,SA,VE,Caracas
MUN,MaturÃ­n Airport,SA,VE,
CBS,Oro Negro Airport,SA,VE,Cabimas
PYH,Cacique Aramare Airport,SA,VE,Puerto Ayacucho
PBL,General Bartolome Salom International Airport,SA,VE,
PDZ,Pedernales Airport,SA,VE,
PPH,Perai Tepuy Airport,SA,VE,
SCI,Paramillo Airport,SA,VE,
PZO,General Manuel Carlos Piar International Airport,SA,VE,Puerto Ordaz-Ciudad Guayana
PTM,Palmarito Airport,SA,VE,Palmarito
LRV,Los Roques Airport,SA,VE,Gran Roque Island
SVS,Stevens Village Airport,NA,US,Stevens Village
SVZ,San Antonio Del Tachira Airport,SA,VE,
SBB,Santa BÃ¡rbara de Barinas Airport,SA,VE,Santa BÃ¡rbara
SNV,Santa Elena de Uairen Airport,SA,VE,
STD,Mayor Buenaventura Vivas International Airport,SA,VE,Santo Domingo
SNF,Sub Teniente Nestor Arias Airport,SA,VE,San Felipe
SFD,San Fernando De Apure Airport,SA,VE,Inglaterra
SOM,San TomÃ© Airport,SA,VE,El Tigre
STB,Santa BÃ¡rbara del Zulia Airport,SA,VE,
TUV,Tucupita Airport,SA,VE,Tucupita
TMO,Tumeremo Airport,SA,VE,
URM,Uriman Airport,SA,VE,
VLN,Arturo Michelena International Airport,SA,VE,Valencia
VIG,Juan Pablo PÃ©rez Alfonso Airport,SA,VE,El VigÃ­a
VLV,Dr. Antonio NicolÃ¡s BriceÃ±o Airport,SA,VE,Valera
VDP,Valle de La Pascua Airport,SA,VE,
BAZ,Barcelos Airport,SA,BR,Barcelos
LCB,Pontes e Lacerda Airport,SA,BR,Pontes e Lacerda
RBB,Borba Airport,SA,BR,Borba
CAF,Carauari Airport,SA,BR,Carauari
CQS,Costa Marques Airport,SA,BR,Costa Marques
DMT,Diamantino Airport,SA,BR,Diamantino
DNO,DianÃ³polis Airport,SA,BR,DianÃ³polis
SWE,Siwea Airport,OC,PG,Siwea
ERN,EirunepÃ© Airport,SA,BR,EirunepÃ©
CQA,Canarana Airport,SA,BR,Canarana
SXO,SÃ£o FÃ©lix do Araguaia Airport,SA,BR,SÃ£o FÃ©lix Do Araguaia
SWG,Satwag Airport,OC,PG,Satwag
GRP,Gurupi Airport,SA,BR,Gurupi
AUX,AraguaÃ­na Airport,SA,BR,AraguaÃ­na
HUW,HumaitÃ¡ Airport,SA,BR,HumaitÃ¡
IPG,Ipiranga Airport,SA,BR,Santo AntÃ´nio Do IÃ§Ã¡
IDO,Santa Izabel do Morro Airport,SA,BR,CristalÃ¢ndia
JPR,Ji-ParanÃ¡ Airport,SA,BR,Ji-ParanÃ¡
JIA,JuÃ­na Airport,SA,BR,JuÃ­na
JRN,Juruena Airport,SA,BR,Juruena
JTI,JataÃ­ Airport,SA,BR,JataÃ­
CCX,CÃ¡ceres Airport,SA,BR,CÃ¡ceres
CIZ,Coari Airport,SA,BR,Coari
TLZ,CatalÃ£o Airport,SA,BR,CatalÃ£o
LBR,LÃ¡brea Airport,SA,BR,LÃ¡brea
RVD,General Leite de Castro Airport,SA,BR,Rio Verde
MBZ,MauÃ©s Airport,SA,BR,MauÃ©s
NVP,Novo AripuanÃ£ Airport,SA,BR,Novo AripuanÃ£
AQM,Nova Vida Airport,SA,BR,Ariquemes
BCR,Novo Campo Airport,SA,BR,Boca do Acre
NQL,NiquelÃ¢ndia Airport,SA,BR,NiquelÃ¢ndia
APS,AnÃ¡polis Airport,SA,BR,AnÃ¡polis
FBA,Fonte Boa Airport,SA,BR,Fonte Boa
PBV,Porto dos GaÃºchos Airport,SA,BR,Porto Dos GaÃºchos
PIN,Parintins Airport,SA,BR,Parintins
PBQ,Pimenta Bueno Airport,SA,BR,Pimenta Bueno
PBX,Fazenda Piraguassu Airport,SA,BR,Porto Alegre Do Norte
SWR,Silur Airport,OC,PG,Silur Mission
AAI,Arraias Airport,SA,BR,Arraias
ROO,Maestro Marinho Franco Airport,SA,BR,RondonÃ³polis
AIR,AripuanÃ£ Airport,SA,BR,AripuanÃ£
OPS,Presidente JoÃ£o Batista Figueiredo Airport,SA,BR,Sinop
STZ,Santa Terezinha Airport,SA,BR,Santa Terezinha
IRZ,Tapuruquara Airport,SA,BR,Santa Isabel Do Rio Negro
TGQ,TangarÃ¡ da Serra Airport,SA,BR,TangarÃ¡ Da Serra
AZL,Fazenda TucunarÃ© Airport,SA,BR,Sapezal
QHN,Taguatinga Airport,SA,BR,Taguatinga
SQM,SÃ£o Miguel do Araguaia Airport,SA,BR,SÃ£o Miguel Do Araguaia
MTG,Vila Bela da SantÃ­ssima Trindade Airport,SA,BR,Vila Bela Da SantÃ­ssima Trindade
VLP,Vila Rica Airport,SA,BR,Vila Rica
MBK,Regional Orlando Villas Boas Airport,SA,BR,MatupÃ¡
NOK,Xavantina Airport,SA,BR,Nova Xavantina
SXH,Sehulea Airport,OC,PG,Sehulea
SXP,Nunam Iqua Airport,NA,US,Nunam Iqua
AHL,Aishalton Airport,SA,GY,Aishalton
NAI,Annai Airport,SA,GY,Annai
SYB,Seal Bay Seaplane Base,NA,US,Seal Bay
BMJ,Baramita Airport,SA,GY,Baramita
GFO,Bartica A Airport,SA,GY,Bartica
GEO,Cheddi Jagan International Airport,SA,GY,Georgetown
SYF,Silva Bay Seaplane Base,NA,CA,Gabriola Island
OGL,Eugene F. Correira International Airport,SA,GY,Ogle
IMB,Imbaimadai Airport,SA,GY,Imbaimadai
KAR,Kamarang Airport,SA,GY,Kamarang
KRM,Karanambo Airport,SA,GY,Karanambo
KRG,Karasabai Airport,SA,GY,Karasabai
KTO,Kato Airport,SA,GY,Kato
KKG,Konawaruk Airport,SA,GY,Konawaruk
SYL,Roberts Army Heliport,NA,US,Camp Roberts/San Miguel
LUB,Lumid Pau Airport,SA,GY,Lumid Pau
LTM,Lethem Airport,SA,GY,Lethem
USI,Mabaruma Airport,SA,GY,Mabaruma
MHA,Mahdia Airport,SA,GY,Mahdia
VEG,Maikwak Airport,SA,GY,Maikwak
MYM,Monkey Mountain Airport,SA,GY,Monkey Mountain
MWJ,Matthews Ridge Airport,SA,GY,Matthews Ridge
SYN,Stanton Airfield,NA,US,Stanton
QSX,New Amsterdam Airport,SA,GY,New Amsterdam
ORJ,Orinduik Airport,SA,GY,Orinduik
PMT,Paramakatoi Airport,SA,GY,Paramakatoi
PRR,Paruma Airport,SA,GY,Paruma
SDC,Sand Creek Airport,SA,GY,Sand Creek
SKM,Skeldon Airport,SA,GY,Skeldon
SZN,Santa Cruz Island Airport,NA,US,Santa Barbara
SZP,Santa Paula Airport,NA,US,Santa Paula
TAA,Tarapaina Airport,OC,SB,Tarapaina
ANU,V.C. Bird International Airport,NA,AG,St. John's
BBQ,Codrington Airport,NA,AG,Codrington
TBA,Tabibuga Airport,OC,PG,Tabibuga
TBE,Timbunke Airport,OC,PG,Timbunke
BGI,Grantley Adams International Airport,NA,BB,Bridgetown
TBQ,Tarabo Airport,OC,PG,Tarabo
TBV,Tabal Airstrip,OC,MH,Tabal Island
TCK,Tinboli Airport,OC,PG,Tinboli
TCT,Takotna Airport,NA,US,Takotna
TDB,Tetebedi Airport,OC,PG,Tetebedi
DCF,Canefield Airport,NA,DM,Canefield
DOM,Douglas-Charles Airport,NA,DM,Marigot
TDS,Sasereme Airport,OC,PG,Sasereme
TEO,Terapo Airport,OC,PG,Terapo Mission
TFB,Tifalmin Airport,OC,PG,Tifalmin
DSD,La DÃ©sirade Airport,NA,GP,Grande Anse
BBR,Baillif Airport,NA,GP,Basse Terre
SFC,St-FranÃ§ois Airport,NA,GP,St-FranÃ§ois
FDF,Martinique AimÃ© CÃ©saire International Airport,NA,MQ,Fort-de-France
SFG,L'EspÃ©rance Airport,NA,MF,Grand Case
SBH,Gustaf III Airport,NA,BL,Gustavia
GBJ,Les Bases Airport,NA,GP,Grand Bourg
PTP,Pointe-Ã -Pitre Le Raizet,NA,GP,Pointe-Ã -Pitre
LSS,Terre-de-Haut Airport,NA,GP,Les Saintes
TFY,Tarfaya Airport,AF,MA,Tarfaya
TGL,Tagula Airport,OC,PG,Sudest Island
GND,Point Salines International Airport,NA,GD,Saint George's
CRU,Lauriston Airport,NA,GD,Carriacou Island
THW,Trincomalee Harbor Waterdrome,AS,LK,Trincomalee
TIG,Tingwon Airport,OC,PG,Tingwon Island
STT,Cyril E. King Airport,NA,VI,"Charlotte Amalie, Harry S. Truman Airport"
STX,Henry E Rohlsen Airport,NA,VI,Christiansted
ARE,Antonio Nery Juarbe Pol Airport,NA,PR,Arecibo
BQN,Rafael Hernandez Airport,NA,PR,Aguadilla
TJC,Ticantiki Airport,NA,PA,Ticantiqui
VQS,Vieques Airport,NA,PR,Vieques Island
CPX,Benjamin Rivera Noriega Airport,NA,PR,Culebra Island
FAJ,Diego Jimenez Torres Airport,NA,PR,Fajardo
SIG,Fernando Luis Ribas Dominicci Airport,NA,PR,San Juan
MAZ,Eugenio Maria De Hostos Airport,NA,PR,Mayaguez
PSE,Mercedita Airport,NA,PR,Ponce
NRR,JosÃ© Aponte de la Torre Airport,NA,PR,Ceiba
SJU,Luis Munoz Marin International Airport,NA,PR,San Juan
VQS,Antonio Rivera Rodriguez Airport,NA,PR,Vieques Island
TKE,Tenakee Seaplane Base,NA,US,Tenakee Springs
TKL,Taku Lodge Seaplane Base,NA,US,Taku Lodge
SKB,Robert L. Bradshaw International Airport,NA,KN,Basseterre
NEV,Vance W. Amory International Airport,NA,KN,Charlestown
TLP,Tumolbil Airport,OC,PG,Tumolbil
SLU,George F. L. Charles Airport,NA,LC,Castries
UVF,Hewanorra International Airport,NA,LC,Vieux Fort
TLT,Tuluksak Airport,NA,US,Tuluksak
NBE,Enfidha - Hammamet International Airport,AF,TN,Enfidha
AUA,Queen Beatrix International Airport,NA,AW,Oranjestad
BON,Flamingo International Airport,NA,BQ,Kralendijk
CUR,Hato International Airport,NA,CW,Willemstad
EUX,F. D. Roosevelt Airport,NA,BQ,Sint Eustatius
SXM,Princess Juliana International Airport,NA,SX,Saint Martin
SAB,Juancho E. Yrausquin Airport,NA,BQ,Saba
TNW,Jumandy Airport,SA,EC,Tena
TOK,Torokina Airport,OC,PG,Torokina
TOV,Tortola West End Seaplane Base,NA,VG,Tortola
PTA,Port Alsworth Airport,NA,US,Port Alsworth
TPT,Tapeta Airport,AF,LR,Tapeta
AXA,Clayton J Lloyd International Airport,NA,AI,The Valley
BGG,BingÃ¶l Ãeltiksuyu Airport,AS,TR,BingÃ¶l
OGU,Ordu Giresun Airport,AS,TR,Ordu
IGD,IÄdÄ±r Airport,AS,TR,IÄdÄ±r
MNI,John A. Osborne Airport,NA,MS,Gerald's Park
TSG,Tanacross Airport,NA,US,Tanacross
TSI,Tsile Tsile Airport,OC,PG,Tsile Tsile
TSK,Taskul Airport,OC,PG,Taskul
TAB,Tobago-Crown Point Airport,NA,TT,Scarborough
POS,Piarco International Airport,NA,TT,Port of Spain
TTW,Tissa Tank Waterdrome,AS,LK,Tissamaharama
TUE,Tupile Airport,NA,PA,Isla Tupile
TUJ,Tum Airport,AF,ET,Tum
NGD,Captain Auguste George Airport,NA,VG,Anegada
EIS,Terrance B. Lettsome International Airport,NA,VG,Road Town
VIJ,Virgin Gorda Airport,NA,VG,Spanish Town
TUT,Tauta Airport,OC,PG,Tauta
BR-,Tucuma Airport,SA,BR,Tucuma
SVD,Argyle International Airport,NA,VC,Kingstown
BQU,J F Mitchell Airport,NA,VC,Bequia
CIW,Canouan Airport,NA,VC,Canouan
MQS,Mustique Airport,NA,VC,Mustique Island
UNI,Union Island International Airport,NA,VC,Union Island
SVD,E. T. Joshua Airport,NA,VC,Kingstown
DSX,Dongsha Island Airport,AS,TW,Pratas Island
CMJ,Chi Mei Airport,AS,TW,Chi Mei
TWH,Two Harbors Amphibious Terminal,NA,US,Two Harbors
BDA,L.F. Wade International International Airport,NA,BM,Hamilton
TYE,Tyonek Airport,NA,US,Tyonek
GIT,Mchauru Airport,AF,TZ,Geita
LUY,Lushoto Airport,AF,TZ,Lushoto
TZO,Tsimiroro Airport,AF,MG,Ankisatra
DBS,Dubois Municipal Airport,NA,US,Dubois
MXR,Myrhorod Air Base,EU,UA,Myrhorod
KHU,Kakhnovka Airfield,EU,UA,Kremenchuk
ALA,Almaty Airport,AS,KZ,Almaty
BXH,Balkhash Airport,AS,KZ,Balkhash
BXJ,Boralday Airport,AS,KZ,Aima Ata
TSE,Astana International Airport,AS,KZ,Astana
KOV,Kokshetau Airport,AS,KZ,Kokshetau
PPK,Petropavlosk South Airport,AS,KZ,Petropavlosk
DMB,Taraz Airport,AS,KZ,Taraz
UAE,Mount Aue Airport,OC,PG,
IKU,Issyk-Kul International Airport,AS,KG,Tamchy
FRU,Manas International Airport,AS,KG,Bishkek
OSS,Osh Airport,AS,KG,Osh
CIT,Shymkent Airport,AS,KZ,Shymkent
DZN,Zhezkazgan Airport,AS,KZ,Zhezkazgan
KGF,Sary-Arka Airport,AS,KZ,Karaganda
KZO,Kzyl-Orda Southwest Airport,AS,KZ,Kzyl-Orda
URA,Uralsk Airport,AS,KZ,Uralsk
EKB,Ekibastuz Airport,AS,KZ,Ekibastuz
SZI,Zaysan Airport,AS,KZ,Zaysan
UKK,Ust-Kamennogorsk Airport,AS,KZ,Ust Kamenogorsk
PWQ,Pavlodar Airport,AS,KZ,Pavlodar
PLX,Semipalatinsk Airport,AS,KZ,Semey
SCO,Aktau Airport,AS,KZ,Aktau
GUW,Atyrau Airport,AS,KZ,Atyrau
AKX,Aktobe Airport,AS,KZ,Aktyubinsk
AYK,Arkalyk North Airport,AS,KZ,Arkalyk
KSN,Kostanay West Airport,AS,KZ,Kostanay
GYD,Heydar Aliyev International Airport,AS,AZ,Baku
KVD,Ganja International Airport,AS,AZ,Ganja
LLK,Lankaran International Airport,AS,AZ,Lankaran
NAJ,Nakhchivan Airport,AS,AZ,Nakhchivan
GBB,Gabala International Airport,AS,AZ,Gabala
ZTU,Zaqatala International Airport,AS,AZ,Zaqatala
YLV,Yevlakh Airport,AS,AZ,Yevlakh
UBI,Buin Airport,OC,PG,Buin
LWN,Gyumri Shirak Airport,AS,AM,Gyumri
EVN,Zvartnots International Airport,AS,AM,Yerevan
BQJ,Batagay Airport,AS,RU,Batagay
SUK,Sakkyryr Airport,EU,RU,Batagay-Alyta
UKG,Ust-Kuyga Airport,EU,RU,Ust-Kuyga
TLK,Talakan Airport,EU,RU,Talakan Oil Field
ADH,Aldan Airport,AS,RU,Aldan
YKS,Yakutsk Airport,AS,RU,Yakutsk
NER,Chulman Airport,AS,RU,Neryungri
MQJ,Moma Airport,EU,RU,Khonuu
GYG,Magan Airport,EU,RU,Magan
OLZ,Olyokminsk Airport,EU,RU,Olyokminsk
USR,Ust-Nera Airport,EU,RU,Ust-Nera
UMS,Ust-Maya Airport,EU,RU,Ust-Maya
VHV,Verkhnevilyuisk Airport,AS,RU,Verkhnevilyuisk
NYR,Nyurba Airport,EU,RU,Nyurba
SUY,Suntar Airport,AS,RU,Suntar
VYI,Vilyuisk Airport,AS,RU,Vilyuisk
ULK,Lensk Airport,AS,RU,Lensk
ONK,Olenyok Airport,EU,RU,Olenyok
PYJ,Polyarny Airport,AS,RU,Yakutia
MJZ,Mirny Airport,AS,RU,Mirny
SYS,Saskylakh Airport,EU,RU,Saskylakh
BGN,Belaya Gora Airport,EU,RU,Belaya Gora
SEK,Srednekolymsk Airport,EU,RU,Srednekolymsk
CKH,Chokurdakh Airport,AS,RU,Chokurdah
CYX,Cherskiy Airport,AS,RU,Cherskiy
IKS,Tiksi Airport,AS,RU,Tiksi
ZKP,Zyryanka Airport,AS,RU,Zyryanka
KHX,Savannah Airstrip,AF,UG,Kihihi
OYG,Moyo Airport,AF,UG,Moyo
UGB,Ugashik Bay Airport,NA,US,Pilot Point
KUT,Kopitnari Airport,AS,GE,Kutaisi
BUS,Batumi International Airport,AS,GE,Batumi
SUI,Sukhumi Dranda Airport,AS,GE,Sukhumi
TBS,Tbilisi International Airport,AS,GE,Tbilisi
BQS,Ignatyevo Airport,AS,RU,Blagoveschensk
GDG,Magdagachi Airport,EU,RU,Magdagachi
TYD,Tynda Airport,EU,RU,Tynda
KHV,Khabarovsk-Novy Airport,AS,RU,Khabarovsk
KXK,Komsomolsk-on-Amur Airport,AS,RU,Komsomolsk-on-Amur
GVN,Maygatka Airport.,AS,RU,Sovetskaya Gavan
DYR,Ugolny Airport,EU,RU,Anadyr
PVS,Provideniya Bay Airport,EU,RU,Chukotka
KPW,Keperveem Airport,EU,RU,Keperveem
GDX,Sokol Airport,AS,RU,Magadan
KVM,Markovo Airport,EU,RU,Markovo
PWE,Pevek Airport,AS,RU,Pevek
BQG,Bogorodskoye Airport,EU,RU,Bogorodskoye
NLI,Nikolayevsk-na-Amure Airport,EU,RU,Nikolayevsk-na-Amure Airport
OHO,Okhotsk Airport,AS,RU,Okhotsk
PKC,Yelizovo Airport,AS,RU,Petropavlovsk-Kamchatsky
BVV,Burevestnik Airport,EU,RU,Iturup Island
OHH,Okha Airport,AS,RU,Okha
ITU,Iturup Airport,EU,RU,Kurilsk
EKS,Shakhtyorsk Airport,EU,RU,Shakhtersk
DEE,Mendeleyevo Airport,AS,RU,Kunashir Island
ZZO,Zonalnoye Airport,AS,RU,Tymovskoye
UUS,Yuzhno-Sakhalinsk Airport,AS,RU,Yuzhno-Sakhalinsk
AEM,Amgu Airport,EU,RU,Amgu
ETL,Svetlaya Airport,EU,RU,Svetlaya
EDN,Yedinka Airport,EU,RU,Yedinka
KVR,Kavalerovo Airport,EU,RU,Kavalerovo
TLY,Plastun Airport,AS,RU,Plastun
NEI,Terney Airport,EU,RU,Terney
VVO,Vladivostok International Airport,AS,RU,Vladivostok
HTA,Chita-Kadala Airport,EU,RU,Chita
BTK,Bratsk Airport,AS,RU,Bratsk
UIK,Ust-Ilimsk Airport,AS,RU,Ust-Ilimsk
IKT,Irkutsk Airport,AS,RU,Irkutsk
ODO,Bodaybo Airport,AS,RU,Bodaybo
ERG,Yerbogachen Airport,AS,RU,Erbogachen
KCK,Kirensk Airport,AS,RU,Kirensk
UKX,Ust-Kut Airport,AS,RU,Ust-Kut
UUD,Ulan-Ude Airport (Mukhino),AS,RU,Ulan Ude
UJE,Ujae Atoll Airport,OC,MH,Ujae Atoll
UJN,Uljin Airport,AS,KR,"Bongsan-ri, Uljin"
KBP,Boryspil International Airport,EU,UA,Kiev
DOK,Donetsk International Airport,EU,UA,Donetsk
KRQ,Kramatorsk Airport,EU,UA,Kramatorsk
MPW,Mariupol International Airport,EU,UA,Mariupol
SEV,Sievierodonetsk Airport,EU,UA,Sievierodonetsk
VSG,Luhansk International Airport,EU,UA,Luhansk
ERD,Berdyansk Airport,EU,UA,Berdyansk
DNK,Dnipropetrovsk International Airport,EU,UA,Dnipropetrovsk
OZH,Zaporizhzhia International Airport,EU,UA,Zaporizhia
KWG,Kryvyi Rih International Airport,EU,UA,Kryvyi Rih
UKS,Belbek Airport,EU,UA,Sevastopol
SIP,Simferopol International Airport,EU,UA,Simferopol
KHC,Kerch Airport,EU,UA,Kerch
UKH,Mukhaizna Airport,AS,OM,Mukhaizna Oil Field
HRK,Kharkiv International Airport,EU,UA,Kharkiv
PLV,Suprunovka Airport,EU,UA,Poltava
UMY,Sumy Airport,EU,UA,Sumy
CKC,Cherkasy International Airport,EU,UA,Cherkasy
KGO,Kirovograd Airport,EU,UA,Kirovograd
IEV,Kiev Zhuliany International Airport,EU,UA,Kiev
GML,Gostomel Airport,EU,UA,Kiev
ZTR,Zhytomyr Airport,EU,UA,
UCK,Lutsk Airport,EU,UA,Lutsk
HMJ,Khmelnytskyi Airport,EU,UA,Khmelnytskyi
IFO,Ivano-Frankivsk International Airport,EU,UA,Ivano-Frankivsk
LWO,Lviv International Airport,EU,UA,Lviv
CWC,Chernivtsi International Airport,EU,UA,Chernivtsi
RWN,Rivne International Airport,EU,UA,Rivne
UDJ,Uzhhorod International Airport,EU,UA,Uzhhorod
KHE,Kherson International Airport,EU,UA,Kherson
NLV,Mykolaiv International Airport,EU,UA,Nikolayev
ODS,Odessa International Airport,EU,UA,Odessa
CEJ,Chernihiv Shestovitsa Airport,EU,UA,Chernigow
VIN,Vinnytsia/Gavyryshivka Airport,EU,UA,Vinnitsa
ARH,Talagi Airport,EU,RU,Archangelsk
LDG,Leshukonskoye Airport,EU,RU,Leshukonskoye
NNM,Naryan Mar Airport,EU,RU,Naryan Mar
CSH,Solovki Airport,EU,RU,Solovetsky Islands
CEE,Cherepovets Airport,EU,RU,Cherepovets
AMV,Amderma Airport,AS,RU,Amderma
VRI,Varandey Airport,EU,RU,Varandey
ULH,Majeed Bin Abdulaziz Airport,AS,SA,Al Ula
KSZ,Kotlas Airport,EU,RU,Kotlas
LED,Pulkovo Airport,EU,RU,St. Petersburg
KVK,Kirovsk-Apatity Airport,EU,RU,Apatity
